text|label
    Arruns czas upatrzywszy, wzniesie oszczep srogi|wergiliusz
    Enej, z dala spostrzegłszy go w szykach, na starcie|wergiliusz
Gdy będziesz dla monarchów zagranicznych grona|mickiewicz
I na konikach małe goniły panicze|mickiewicz
Oddałam; dzisiaj troska mi serce rozrania.|wergiliusz
Z Hrabią, daj pokój; skrzywdził mnie, już zapozwałem, 210 Czyż|mickiewicz
Wenerze idalijskiej, gaj też Anchizowi|wergiliusz
370 Zapewne wybierano oręż z tego braku|mickiewicz
Lub w Warszawie, nie u nas, w zaścianku, w Dobrzynie; Aktów|mickiewicz
Bo to, Panowie, nie jest ów szarak ladaco,|mickiewicz
Zawarłszy pokój, władzą dzielmy się łaskawie.|wergiliusz
Ostatni Stolnik, pan mój, miał takie przysłowie;|mickiewicz
Trzymano wprawdzie chartów, bo z łowów wracając,|mickiewicz
Służy dla dam wyłącznie i panów podróżnych;|mickiewicz
Antej i Mnestej runie, z nimi cała rzesza|wergiliusz
Jakby prawo w tył robił za wodza rozkazem,|mickiewicz
Wstrzymując oddech, usty chwytał jej westchnienie|mickiewicz
Lecz patrzył na rywala coraz straszniej, sroż‚j...|mickiewicz
Jaką siłą mnie darzył młodości wiek luby|wergiliusz
Bo sąsiedni lud, trapion po grodach dla ciebie|wergiliusz
I krzyknął: <<Znam! znam głos ten! to jest Targowica!>> I wnet|mickiewicz
Papiery i szlachectwa papierem probować>>.|mickiewicz
Nie pozwolę skrzywdzić się!>> - Wtem Sędziego słudzy|mickiewicz
Była to trybunalska wokanda...|mickiewicz
Chropawa, kryta bagnem i knieją dokoła;|wergiliusz
Zimne, a z piersi króla prośba się dobywa:|wergiliusz
Wskazuje i pod chłodnym urwiskiem Luperkał,|wergiliusz
Będzie kręcić się. Ale teraz powiem o tem,|mickiewicz
Pod nogi zwierza, inni karkiem powróz tęgi|wergiliusz
Grał w mariasza, i właśnie z wyświeconym winem|mickiewicz
Prawi tysiąc grzeczności, kłania się, uśmiecha,|mickiewicz
ją, rozbiłbym w puch ten jego zamek!|mickiewicz
Tłocząc się. Tak podchodząc do srogiego lwiska,|wergiliusz
Twarz dziewic mają, wstrętne ślą kały z brzuszyska,|wergiliusz
Po wzroście i po wąsach! jego to postrzałem|mickiewicz
Zdradza, nie majak, miecion koniom przed kopyta:|wergiliusz
Co wahaniem sam zbawisz kraj w ciężkich klęsk wirze?|wergiliusz
Tak rumak, gdy od żłobu, potargawszy wodze,|wergiliusz
<<Dąbrowski?>> zawołali. - <<Tak, tak, on jenerał;|mickiewicz
Teraz grzmi oręż, a nam starym serca rosną,|mickiewicz
w. 825|mickiewicz
Winni coś Soplicowie dla Horeszków rodu>>.|mickiewicz
Mówił o niej, że grzybów szukała na drzewie;|mickiewicz
Wzdął policzki jak banię, w oczach krwią zabłysnął,|mickiewicz
Ku tej srnicy Wojski z Woźnym milczkiem idą,|mickiewicz
Już mnie znudziło wreszcie na tyle głupstw patrzeć,|mickiewicz
A niedźwiedź, odstraszony psów i ludzi tłuszczą,|mickiewicz
Cybele jego własne statki przemieniła.|wergiliusz
W zastępstwie gospodarza, w stodołę na siano.|mickiewicz
Żyznej ziemi! Ty, matko, tkliwymi oczyma|wergiliusz
Jak węgorz do odarcia; lecz nam urodzonym,|mickiewicz
Żyj i wojuj, o, Ty nasz!...>> Mówiąc ciągle szlochał, Żyd|mickiewicz
Na wygnaniu, złóż pychę! Dosyć zgonów tutaj|wergiliusz
<<Nic to, zawołał Hrabia, będzie tu nas więc‚j,|mickiewicz
Gdy go ujrzy szlachcicem wielmożnym, herbownym.|mickiewicz
790 Lecz go szybkimi kroki ścigają natręty|mickiewicz
Nawet nie chce synowi oznajmić, że żyje,|mickiewicz
    Ocean już tymczasem Zorza z fal wstająca|wergiliusz
    Wtedy stary zapaśnik takie słowa przyda:|wergiliusz
    Sam już byłem, gdy w dali, gdzie świątynia szara|wergiliusz
Lecz ciebie jakie wichry i dola przyniosła?|wergiliusz
    Rzekł. Zaś Enej tak gniewnie odpowie mu przeciw:|wergiliusz
W puszczy łoskot, to kula od jakiegoś działa,|mickiewicz
Lud Lidii za rozkazem bóstw wstąpił na łodzie|wergiliusz
Fenicka Dydo trzyma go, słowy słodkiemi|wergiliusz
W środku kwiatów, jak pełnia pomiędzy gwiazdami,|mickiewicz
Latając bardzo huczą i nieznośnie brzęczą,|mickiewicz
<<Sędzia, przerwała ciotka, ciągle mi dokuczał,|mickiewicz
Ostatni raz wojował poszedłszy z Ogińskim|mickiewicz
Kędy złoto przez liście blask rzuca wesoły.|wergiliusz
I ród mężów, co z twardych pni dębu powstaje.|wergiliusz
To natychmiast kucharze robią umiejętni.|mickiewicz
W tłum ludzi, oglądając zaczęte rzemiosła.|wergiliusz
Wraz Enej pędzi, razem Teukrzy zlękli srodze.|wergiliusz
Minerwy smutna gwiazda świadczy i Kaferej|wergiliusz
Wre praca, pachną miody i wonny tymianek.|wergiliusz
Placówkę. Eurial z Nizem, ze straży zwolnieni,|wergiliusz
Nucąc chwyciła suknie, biegła do zwierciadła;|mickiewicz
Kapitan Ryków myśli ostatni cios zadać,|mickiewicz
Broń gotować. Przyczynę tych prac im należy|wergiliusz
Z wielką mocą bramicę na zawiasach skręci,|wergiliusz
    «Irydo, nieb ozdobo, któż cię z chmury do mnie|wergiliusz
Tak przybrał inną postać; zwyczajnie ponury,|mickiewicz
Wodzowie przedni Teukrów i dobór młodzieży|wergiliusz
Miedź grzmi, dym bucha, bigos jak kamfora ginie,|mickiewicz
Gdy gród spłonął, po morzach różnych przez mus twardy|wergiliusz
Tymczasem, kiedy Alcyd wypędzał z pastwiska|wergiliusz
Krząta się raźno giermków orszak nieleniwy,|wergiliusz
Sam słania się na nogach, jakby był pijany;|mickiewicz
Godni są szczwacze chartów, godne szczwaczów charty;|mickiewicz
w każdej parafi drąg wysoki z uwiązaną na wierzchu mietłą, czyli|mickiewicz
Strzelbę złoży na siodle lub pod końską szyję,|mickiewicz
Niechaj, szyk wiążąc, w pole nie śpieszą w bój wraży,|wergiliusz
Wnet akt spiszę, niech mi kto latarkę przyniesie,|mickiewicz
Wielu z Lacjum i z całej Auzonii się o nią|wergiliusz
Widzieli, jak przez smętarz szła dziewica moru,|mickiewicz
(Znaną głoszę rzecz) ziemskie opuścił krainy,|wergiliusz
Anub — w Neptuna, Wenus i Minerwę strzały|wergiliusz
Z radością zważa dziecka żywość i urodę|mickiewicz
Wtedy garść wybranego przez losy żołnierza|wergiliusz
Podoba?>> - <<Czy podoba? to na wierzbie gruszka|mickiewicz
One by nań patrzyły tym wzrokiem zdziwienia,|mickiewicz
Gdy go wszyscy przywykną widzieć od maleńka.|mickiewicz
Na koniec gryząc palce do krwi się zadrasnął|mickiewicz
Co mówię! wszak Polacy miewali zamieszki|mickiewicz
Między rogi bieluchnej krowy wino do dna|wergiliusz
Nie chwyta wśród jam skalnych niesionych w lot rączy|wergiliusz
które pan Hrabia tym kształtem odzieje,|mickiewicz
— »Skoro już na śmierć pewną chcesz odejść niezłomnie|wergiliusz
Napełni czystym winem i przyzywa bogi,|wergiliusz
<<Jestem kobietą, rządy nie należą do mnie,|mickiewicz
Następnie różdżkę chwyta; nią z Orku on dusze|wergiliusz
Z dawna czczony szeroko; pagórki dokoła|wergiliusz
Tryumf Grajów o dziesięć lat odwlekli oni.|wergiliusz
Punickimi wstęgami, nad morskie szli wały,|wergiliusz
Poświęca i kapłana mu przydać rozkaże.|wergiliusz
Gdzie żaden wał, płot żaden nogi nie utrudza,|mickiewicz
Czyż to prawda, Mopanku, że Pan grosza skąpisz|mickiewicz
I zdybało zające przy późnym śniadaniu;|mickiewicz
I podał im nareszcie filiżanki spodek|mickiewicz
Ze łzami brzeg porzucam, ojczyste przystanie|wergiliusz
Ojcowskie miecze idą znowu na kowadła;|wergiliusz
Moskwa drze koty, to on wojuje nie żartem:|mickiewicz
Tak krzyknie do Meneta, co siedział przy sterze:|wergiliusz
Niebiosów, tak w Tartaru głąb zapuszcza korzeń:|wergiliusz
Żar rozniecił, straż bogów wieczną; grunt bogaty|wergiliusz
<<Cicho! skądże ta cała nowina pochodzi?|mickiewicz
na odpust chodził lat temu trzydzieście;|mickiewicz
A co wyrzeką, temu sumiennie zawierzcie.|mickiewicz
Mężów, którzy zrodzeni w różnych krajach, razem|wergiliusz
Chwała Księdzu! dwom ludziom on życie ocalił,|mickiewicz
Dane dla Zosi, gdy Sak był jej zalotnikiem);|mickiewicz
Ubrani w skóry, śpieszą niosąc żagwie żwawo.|wergiliusz
Znajoma na Litwie pieśń żałośna o pani Cybulskiej, którą mąż w|mickiewicz
Uszlachcić i ogłosić, że im herb nasz dajem.|mickiewicz
Nie nagląc zbytnio kroku, a pierś wre mu szałem.|wergiliusz
Walczyć nimi, dopóki jeszcze mocna dłoń mi|wergiliusz
Wraz z innymi Teukrami, których orkan siny|wergiliusz
Coś władcą Ekwikuli skalnej i narodu|wergiliusz
1000 Podzielili majątek na dwie części równe,|mickiewicz
<<Wiwat!>> krzyknęli wszyscy; on się wszystkim skłonił I z wolna|mickiewicz
Kiedy dwa byki, czoła zniżywszy, na srogą|wergiliusz
Bębenek, i w takt bijąc, swawolna dziewica|mickiewicz
I ręce obie schował w jedną kieszeń fraka.|mickiewicz
Oba szanowni ludzie; co ich szlachta godzą,|mickiewicz
Jedne próżno od hełmu odskoczą i tarczy,|wergiliusz
Gdy ołtarz z ręki brata krwią zbroczył mąż Sychej,|wergiliusz
Euneja, syna Klicja wpierw, co z cichych pielesz|wergiliusz
Hektora on był druhem. Przy Hektorze hucznie|wergiliusz
Masz zwalczyć w Lacjum. Przedtem w Awernu głąb ciemną,|wergiliusz
Z góry społem krew spada i wyrwane pierze.|wergiliusz
Jak Turn sam za ich hańbę zadosyć uczyni),|wergiliusz
    Na prawo i na lewo wśród łąki tłum błyska|wergiliusz
W tłumie tych, co bram bronią i prą bez pamięci.|wergiliusz
10 I każą oddać co najprędzej ducha.|mickiewicz
Powalony być musiał, przecież wszystkie społem|wergiliusz
350 Jednego podpaliłem w drewnianym budynku,|mickiewicz
Dzwon. - Bilecik. - Niedźwiedź, Mospanie!|mickiewicz
Pocieszałam się myślą, że zmienna jest dola!|wergiliusz
Czy już wojnę zaczęli z Moskwą? gdzie i o co?|mickiewicz
Takich mężów widziały niegdyś nasze lasy!|mickiewicz
Tadeusza, od dziecka nieźmierniem polubił.|mickiewicz
Co dzień za duszę jego proszę Pana Boga.|mickiewicz
330 Na dziedziniec. - Tam jeszcze więcej zamieszania.|mickiewicz
Zjawiska, zgoła bowiem odgadnąć nie umie,|wergiliusz
się także przed ziemskim urzędem,|mickiewicz
270 Francuza, co należy do cesarskiej rady,|mickiewicz
Brama na wciąż otwarta przechodniom ogłasza,|mickiewicz
Jak kot znienacka wypadł, jak źle był poszczuty|mickiewicz
Entel podniósł prawicę na zamach wichrowy|wergiliusz
Krzyczy: <<Sędzio! poddaj się, bo dwór spalić każę!>> <<Pal, woła|mickiewicz
Wracam fanty, niech każdy przy swoim zostanie,|mickiewicz
Owieczkę czarną Burza, Zefiry zaś białą.|wergiliusz
Mnie bowiem pokój czeka, przystań pełna zacisz;|wergiliusz
Niby czareczki różnym winem napełnione;|mickiewicz
Ona z tej Horeszkowskiej wyszła jednorurki|mickiewicz
Mowę, zwyczaj i miano ojczystej swej ziemi|wergiliusz
Przygląda się do syta, oblicze, kark spasły|wergiliusz
Ogrodzone parkanem traw; w środek tarasu|mickiewicz
Albo ty, Ojcze niebian, gdy nade mną żal cię|wergiliusz
I tak-że mu na świecie wszystko się powodzi?|mickiewicz
I laur boga, zrąb góry w krąg wzruszył się cały,|wergiliusz
I szczęścia. — Uciech życia nie żądam, zbolały,|wergiliusz
Roją się niezliczone piechoty mrowiska.|mickiewicz
Mówił stary Suworów; wyjdź, Majorze, w pole,|mickiewicz
Przez puste głusze, państwo milczące Plutona:|wergiliusz
800 Ale na drugim piętrze, w izbie, którą zwano,|mickiewicz
I cofnął; dziewica krzyknęła boleśnie,|mickiewicz
Tam domu się spodziewaj po zwinięciu żagli,|wergiliusz
Oto Jacek wąs kręci, trzęsą się zaścianki,|mickiewicz
Hekatę, możną w niebie i w piekle, przyzywa.|wergiliusz
Aktyjską widać bitwę; Leukate wre w szale|wergiliusz
Jęk słychać konających w krąg, ziemię krew zlała,|wergiliusz
540 Psy powróciły same: i nikt pewnie nie wie,|mickiewicz
<<Pal, Tadeuszku, krzyknął, pal jak w jasną świ‚cę!>> Tadeusz|mickiewicz
Zniszczył nie zostawiwszy sztuki na lekarstwo:|mickiewicz
Ale w gościnnym jego domu zamieszkały,|mickiewicz
I także ludzie śmiali, dobrzy do wybitki.|mickiewicz
Asan bałamut i trzpiot, Asan kłamstwa gadał.|mickiewicz
Przez klęsk tyle? Co rzuca w tych pustek połacie?|wergiliusz
Są inne panny w Lacjum, na laurenckim łanie,|wergiliusz
A z nią wodze Etrusków i konnica cała,|wergiliusz
Ze swym dżokejstwem, które, posłuszne i karne,|mickiewicz
Wąsy siwe pokręcił, kapoty poprawił,|mickiewicz
Między skronie, i czoło z mocą niesłychaną|wergiliusz
Centaury u wrót, Scylla dwukształtna, bezmierny,|wergiliusz
I sprzężaj wołów; plonów nie zwozili w gumna —|wergiliusz
Każdy bielszy od śniegu, w cwale wicher mija.|wergiliusz
Ujrzała, miecąc wonne na ołtarz kadzidła,|wergiliusz
Nieznacznie z wilgotnego wykradał się mroku|mickiewicz
Sędzia, zostawszy jeden, siadł w krześle i płakał.|mickiewicz
Szepnęły wiotkim skrzydłem niedoperze, lecą|mickiewicz
Proporszczyk, człowiek młody, zręcznie się uwijał,|mickiewicz
I tyle sił, że jednym małym palcem ruszy|mickiewicz
Którego rodzic Arcens w bój wysłał radośnie|wergiliusz
Marszałkostwa, kredensu nie zwierzał nikomu,|mickiewicz
Gdzie naszych nieznające klęsk ziemi połacie?|wergiliusz
Wybrzeża i lud mnogi, wśród niebios zatrzyma|wergiliusz
Tam wpadł zając: już Kusy, już go Sokół imał,|mickiewicz
Kto trzymał nas pod Troi twardymi murami,|wergiliusz
I lękiem: drżę o druha i ciężar pospołu.|wergiliusz
I próg Westy, kryjącą się córkę Tyndara|wergiliusz
Odpędzić. Przecz mnie zbrojnym starciem nie zaszczyca?|wergiliusz
Piękni obaj, lecz los im do ojczystej ziemi|wergiliusz
I włos u tamtej widział krótki, jasnozłoty,|mickiewicz
Zapala! Rzek i źródeł wzywam, bóstw w przestworze|wergiliusz
Łaskę byś zrobił! widać za pokutę grzechu|mickiewicz
Rzuca się w prawo, w lewo, skacze skroś strumienia,|mickiewicz
Rozświeca gąszcz?» Wraz, bacząc na własnych stóp ślady,|wergiliusz
Odkryj mi, Piękna, tajnie twych losów okrutnych!|mickiewicz
Gdym ujrzał, jak rówieśny mu król ciężką raną|wergiliusz
Pomogły? Gród budują przy Tybru korycie,|wergiliusz
60 Pryskają łóz gałęzie, lecą traw przekosy|mickiewicz
Zbożny Enej wnet sypie mogiłę wyniosłą,|wergiliusz
Nagle stawał i w niebo poglądał żałośnie|mickiewicz
I widać z liczby kopic, co wzdłuż i wszerz smugów|mickiewicz
Szukamy. Matka bogów przez litość nimf postać|wergiliusz
Bigosu smak przedziwny, kolor i woń cudną;|mickiewicz
Także od Feldmarszałka trzy zadowolnienia,|mickiewicz
Brzoza biała, kochanka, z małżonkiem swym grabem|mickiewicz
I rozwarłszy się w obie uderzyła ściany;|mickiewicz
Okiem czerwonym spotkał myśliwców wejrzenie|mickiewicz
    Natenczas zgiełk niezmierny o gwiezdne sklepienie|wergiliusz
Służący niosą wodę do rąk, kosze duże|wergiliusz
Stoją pośród obozu, kiedy Nizus żwawy|wergiliusz
W kapitałach; wiesz Aśćka, że ma kapitały,|mickiewicz
Powtarzały je dęby dębom, bukom buki.|mickiewicz
Owdzie podnosi złotą kitę kukuruza;|mickiewicz
Bezsennych.|wergiliusz
Pobrawszy się pod ręce Rejent z Asesorem|mickiewicz
— »Władcy morza i lądów, których ramię sprzęga|wergiliusz
Wiedziano w okolicy, że ten pan nie może|mickiewicz
»Eneasz — zwycięskiego łup składa tu wroga«.|wergiliusz
Idą jeńce, co zbroczą krwią stos pogrzebowy;|wergiliusz
Świętości, zbite bogi i małego wnuka|wergiliusz
Czy szarpetyną, czyli nawet z pistoletu;|mickiewicz
Gołymi stopy depcąc żarzące się drewna!|wergiliusz
Dać małą wieś, a potem cały swój majątek.|mickiewicz
    Trojanie z wału patrzą na to i jak mogą|wergiliusz
<<Uciszcie się! powtarzał, miejcie też baczenie,|mickiewicz
Tam pędzicie, gdy wieszczek do ofiar znak daje|wergiliusz
Okropne oczom — przy nich Śmierć i Udręczenie,|wergiliusz
Czyli dla błędów Troi, od wróżb złych zwiedziony.|wergiliusz
Co żyje z prac Minerwy drobnych i z wrzeciona,|wergiliusz
Aufid, wstecz płynąc, rzuca Adriatyku fale…|wergiliusz
    Jak jaskółka, w obszerny dom wpadłszy bogacza,|wergiliusz
Niepodobna wieczerzy na później odkładać:|mickiewicz
Unieśli młodą parę stojącą na progu,|mickiewicz
Ujrzałem całe Ilium, tonące w pożodze,|wergiliusz
Tuż Asesor z Rejentem, razem wrzaśli z tyłu:|mickiewicz
Oczekują plebana. - Podkowy zagrzmiały,|mickiewicz
wiek przegwarzywszy, chciał spoczywać w gwarze, Milczenie go|mickiewicz
Obaczcież, co się stało w końcu z Bonapartą...>>|mickiewicz
Wrąc na dnie i z jam wnętrznych wydając jęk głuchy.|wergiliusz
Wtedy ból i gniew w piersi rozpłonie Alcyda:|wergiliusz
Nadaremnie ich Robak z Maćkiem wstrzymywali.|mickiewicz
Zadumani zwrócili oczy w głąb ogrodu,|mickiewicz
Chwiały się; czy je lekkie potrąciły ręce?|mickiewicz
Wracasz i zachowujesz wciąż Pergam sędziwy,|wergiliusz
Zmierzwiona broda jego, w krwi skrzepłej kędziory,|wergiliusz
Która mię przymusiła dostać na was szpady.|mickiewicz
Nie można z karabina, to choć szpadą zabić.|mickiewicz
Na brzegi ściągnąć dozwól znękanych rząd łodzi,|wergiliusz
O sprawach, o sejmikach, a nawet żartować.|mickiewicz
Alsa, co w pierwszym szyku przez strzały nań goni,|wergiliusz
Jest to pamiątka tylko owych biesiad sławnych,|mickiewicz
<<Jeszcze, szepnęła, Rejent nie wziął mię za żonę,|mickiewicz
Przez jakieś, słyszę, ziemie, przez jakie gnał fale,|wergiliusz
Twarz ożywiona wiatru świeżymi powiewy,|mickiewicz
A Jacek mówił coraz wolniejszymi słowy|mickiewicz
Neptun wichrem pomyślnym wzdął żagle bez zwłoki|wergiliusz
Nikt z młodzieży nie myślił szukać go po dworze,|mickiewicz
Cysseusz oddał w ręce Anchiza, rodzica,|wergiliusz
Korzenia nie drgnął nawet grot, silnie ugrzęzły.|wergiliusz
W Litwie za wkroczeniem wojsk francuskich i polskich zawiązano|mickiewicz
Słońce już gasło, wieczor był ciepły i cichy,|mickiewicz
210 I porywcza do bitew, przecież nie jest mściwa.|mickiewicz
370 Milczysz kwaśny? i jakże, serce ci nie skacze,|mickiewicz
Przeklęty głodzie złota!… Gdy strach mnie wszelaki|wergiliusz
Lecz by statek bez steru i bez kierownika|wergiliusz
I brat Liger: rumakom ten rozpuszcza wodze,|wergiliusz
Znalazłszy wśród stad, wzięła za Wulkana syna,|wergiliusz
Sądząc, że takim czynem jej miłość nieszczera|wergiliusz
Zajęcia słusznym działem lub losem rozdawa.|wergiliusz
Mawiali poglądając na Dymuryjera,|mickiewicz
Jest to dziwak, fantastyk trochę, ale młody,|mickiewicz
Tym lepiej, więc go jako wojażera wyślij>>.|mickiewicz
Wygięty naprzód, stanął, zwisł na jednej nodze,|mickiewicz
Dziwneć to były losy tej naszej Korony|mickiewicz
Kryjąc, i na najdalszy piasek piany ciska,|wergiliusz
Wolał gości przeprosić i w pustki prowadzić.|mickiewicz
Dan sile wstęp. Tnąc pierwszych, gromadą bezładną|wergiliusz
Drugą swój sierp błyszczący poprawia na głowie;|mickiewicz
Wyszedł Kiejstut i Olgierd, i Olgierdowicy,|mickiewicz
I ze sztabami swymi jenerał Dąbrowski,|mickiewicz
Za Kamillę nagrodę szacowną ogromnie|wergiliusz
Na głowę w toń Meneta z wysokiej pchnie łodzi,|wergiliusz
440 Budzą się krzycząc z trwogą: <<A słowo stało się...>> Wojski|mickiewicz
410 Znać było, że przychodził już do wniosków mowy.|mickiewicz
Ale ty, Hrabio, pewien jesteś cały zostać;|mickiewicz
Czy syzmatyki, co ni Boga, ani wiary:|mickiewicz
Srogiego półczłowieka, Kaka, skryte leże,|wergiliusz
I z trąb znana piosenka ku niebu wionęła,|mickiewicz
Anchiza starca weźmiesz podarek bogaty:|wergiliusz
— «Weź ojcze, bo król tobie Olimpu wspaniały|wergiliusz
Chwytają, cielskiem wokół okręcając śliskiem.|wergiliusz
Długo nimi po oczach Gerwazego wodził,|mickiewicz
<<I ja chcę bić się, wołał tłukąc się w pierś ręką;|mickiewicz
Ona w ziemię wzrok utkwi z obliczem surowem,|wergiliusz
Wśród cieśnin. Zgiełk podniesie wioślarzy tłum krzepki,|wergiliusz
Kapłani, czyste życie wiodący jak trzeba,|wergiliusz
Droga: na bój gotujcie broń ze sercem skorem,|wergiliusz
Tu woła zleceniami wielkimi Apollin,|wergiliusz
Lubili bawić, bronią lub końmi pysznemi,|wergiliusz
Tocząc skały ogromne z warczeniem ponurem|wergiliusz
Jak panów bardzo dobrych i moich dziedziców;|mickiewicz
Że już jesteś dorosła; sam nie wie, co plecie,|mickiewicz
Na której główki białe, jak na tle obrazku,|mickiewicz
Rękę jedną za czarny pas jedwabny wsadził,|mickiewicz
Ówdzie, zbroję straciwszy swoją, Troil miły,|wergiliusz
Unosi węża, szpony go dzierżąc mocnemi,|wergiliusz
Prosto kłusował polem aż pod zamku progi.|mickiewicz
<<Tak, tak, mój Protazeńku>> rzekł klucznik Gerwazy. <<Tak, tak,|mickiewicz
Treść|mickiewicz
Patrzą, aż tu przez rzekę leży most kosmaty,|mickiewicz
Mawiał: <<Polskę oniemić, jest to Polskę zniemczyć>>. Starzec,|mickiewicz
Z Napoleonem pobić Moskalów nie sztuka.|mickiewicz
Bo cóż by on na waszych polowaniach łowił?|mickiewicz
Kochać i być szczęśliwym!>> - <<Mych przeznaczeń władza, Rzekł|mickiewicz
Bliska sprawa, zważ pilnie i przyjmij gotowy:|wergiliusz
W carcer durum - a Pan Bóg wybawił mię cudem|mickiewicz
Gniew ukoję i braci nasycę popioły!…|wergiliusz
Potem Podkomorzyna do Wilna jeździła,|mickiewicz
    «Nie Diomeda tu konie, nie rydwan Achilla,|wergiliusz
Za cugle porwał, w bok je ciągnął, co sił w dłoni.|wergiliusz
Jak zwyczaj chce, rzemieniem opatrzone sztucznie,|wergiliusz
Gwiaździca jasna z świetlnym ogonem upadła…|wergiliusz
Zabija i z prosięty kładzie na ołtarze.|wergiliusz
Naprzód, bracia Litwini! górą, górą Litwa!>>|mickiewicz
Do rzeki, a sam pierzchnął szybko pod obłoki.|wergiliusz
Ardei gród…»|wergiliusz
Powiada — którym w mocnym uderza krew tętnie,|wergiliusz
350 No, Tadeuszku, przyznaj mi się Waść, a szczerze>>.|mickiewicz
Także z drzewa, gotyckiej naśladowstwo sztuki.|mickiewicz
Tej sztuki ledwie własnym nie przypłacił zdrowiem|mickiewicz
Asesora z Rejentem wzmogła się uparta,|mickiewicz
Grodowych nadszedł Helen Priamida, bohater,|wergiliusz
Ubrana w świeże kwiaty albo w pawie oczy|mickiewicz
Cóż są wasze małżeństwa, jeśli nie łańcuchy,|mickiewicz
I na kolanach ciotki zadyszana siadła;|mickiewicz
konia, jak gdyby chciał skakać w niebiosa,|mickiewicz
Żem jednym mem spojrzeniem miłość w tobie wzbudził;|mickiewicz
bo widzi, jegry na cel wzięli|mickiewicz
Pod cieniem drzew przed słońca się kryjąc upały.|wergiliusz
Niechaj idą, oliwnych pęk niosąc gałązek;|wergiliusz
    «Dotąd, siostro, coś mogłam — teraz gorzka rana|wergiliusz
Zmieniły ją, zaledwie była do poznania.|mickiewicz
Szat złupionych; chłopięta i trwożny rój matek|wergiliusz
I w tylcu głowy, mózgu rozkroiwszy słoje,|mickiewicz
Nikt tam podobną fraszką nie śmiał rady mieszać>>.|mickiewicz
Bądź zdrowa, wspomnij o mnie i racz czasem zmówić|mickiewicz
Taki miał koniec zajazd ostatni na Litwie.|mickiewicz
120 Nad mgłą ranną; dach z blachy złocił się od słońca,|mickiewicz
Więc grób pusty w Reteum, nad morskim pian wałem|wergiliusz
Okręty. — Staje ciężko zbolała królowa|wergiliusz
Rozerwano ołtarze; — z warczeniem złowieszczem|wergiliusz
Gdzieniegdzie kraśna główka dziewicza wykwita,|mickiewicz
Lgnąc do ściany, czatował jako kot na szczury,|mickiewicz
Wśród domostw odgłos płaczów rozlega się w mieście,|wergiliusz
Do Tartaru, gdzie ściga grzech Kara-mścicielka».|wergiliusz
Co się zrobić ze stali da, co ulać ktoś by|wergiliusz
Przetnie mu i nie traci kierunku, krwią splamion;|wergiliusz
Kawaler trzech krzyżyków i czterech medalów.|mickiewicz
I lica, choć od słońca zasłaniane dłonią|mickiewicz
Uciekają skowycząc, z obłąkanym wzrokiem;|mickiewicz
Co by rzekł wojewoda Niesiołowski stary|mickiewicz
Z nocą wszystko ucichło: obóz, dwór i pole;|mickiewicz
ach! pomyśleć nie ważył się, wstydził.|mickiewicz
W butelkach wódki gdańskiej bywają na dnie listki złota.|mickiewicz
Zmniejszona, zubożała; dawniej w pańskich dworach|mickiewicz
Właśnie tym się zatrudniał i kończył tak gadać:|mickiewicz
Dymiący popiół błagam: Askania zbaw, ojcze!|wergiliusz
Ty!...>>|mickiewicz
Wszedłszy, ślepą miłością Kassandry zapłonie|wergiliusz
Dola? — Nie takiem ojcu Ewandrowi dawał|wergiliusz
Trybunał pisał dekret, szlachta wypełniała,|mickiewicz
Lecz straszny na reducie, balu i sejmiku,|mickiewicz
Tyryjskie druhy razem z trojańską młodzieżą|wergiliusz
I jedna głowa jego była nieruchoma.|mickiewicz
Dobiega przednich szyków, niepamiętna zgoła.|wergiliusz
sierpy w zbożu, ozwała się łąka,|mickiewicz
Gdy radośnie tłum w całym przejrzeli obszarze,|wergiliusz
Powiedz!» Rzekł. — Zbitej rzeszy sam z wielkiego koła|wergiliusz
Populonia mu dała sześciuset strzał świstu|wergiliusz
<<Jeździłem koło zamku; ile biesów w głowie|mickiewicz
Grzmią lamenty, jęk, skargi i wycia niewieście —|wergiliusz
Spojrzał na nich, zaśmiał się i otrząsnął palce.|mickiewicz
Jak zaczniem ciąć, tak całe szelmostwo się zwali|mickiewicz
Zwątlonych spojeń — wrogi nurt deszczem się wciska.|wergiliusz
Mam córkę, której oddać w małżeństwo ziomkowi|wergiliusz
Więc Tadeusz odjechał i z gośćmi się złączył.|mickiewicz
Cofnąłem obietnice, za oręż porwałem…|wergiliusz
450 Że ma romans, z dziesięciu razem kochankami?|mickiewicz
Zagrzmiało z lewej strony i z niebios przez mroki|wergiliusz
Robak każe otoczyć resztę i wysiekać.|mickiewicz
— «Eryksie! Za Daresa tę lepszą ci duszę|wergiliusz
Dardańczyk: jego wezwij, jego ufaj radom.|wergiliusz
Przyjmę warunki zgody, jakie mi sąd poda>>.|mickiewicz
Rydwany, krwią rutulską zlane, wiodą społem.|wergiliusz
Jak zwierz, kiedy nań zewsząd naprze łowców rota,|wergiliusz
Zeskoczył Turn z rydwanu, w bój pieszo się puści|wergiliusz
Otworzą i w głąb szańców przyzywają wroga.|wergiliusz
Zawładnąwszy obydwóch italskich mórz wody.|wergiliusz
Schylony w przód i biczem tnie w lewo i prawo.|wergiliusz
Płynące ławy wokół i strzaskane wiosła|wergiliusz
